dataset,paper_name,paper_group,kernel,variant,algorithm,status,error,n_samples,n_features,n_classes,binary_problems,validation_metric,validation_score,selection_objective,selection_utility,minority_label,priority_strategy,insertion_strategy,best_C,best_gamma,best_degree,best_coef0,selected_total,accepted_candidates,rejected_candidates,support_vectors,batch_attempts,model_fits,initial_core_repairs,fit_time_seconds,elapsed_tuning_seconds,accuracy_train,balanced_accuracy_train,precision_macro_train,recall_macro_train,f1_macro_train,minority_f1_train,accuracy_test,balanced_accuracy_test,precision_macro_test,recall_macro_test,f1_macro_test,minority_f1_test,objective_test
cloud,cloud,experiment_2,sigmoid,user_formula_1,New 2 - user_formula_1,ok,,108,8,2,1,accuracy,0.7777777777777778,paper,0.7777777777777778,P,user_formula_1,binary_tree,10.0,0.1,3,0.5,13,0,55,4,56,79,1,0.0674690000014379,6.409251899996889,0.6323529411764706,0.50625,0.5083916083916085,0.50625,0.4998528979111503,0.2424242424242424,0.6363636363636364,0.5047619047619047,0.5087719298245614,0.5047619047619047,0.4823529411764705,0.2,0.6363636363636364
cloud,cloud,experiment_2,sigmoid,user_formula_2,New 3 - user_formula_2,ok,,108,8,2,1,accuracy,0.7777777777777778,paper,0.7777777777777778,P,user_formula_2,binary_tree,0.1,0.001,3,0.5,2,0,66,2,130,156,1,0.141410000011092,6.350496400002157,0.6029411764705882,0.4854166666666667,0.4823899371069182,0.4854166666666667,0.4806223479490806,0.2285714285714285,0.6818181818181818,0.5380952380952381,0.6,0.5380952380952381,0.5111111111111111,0.2222222222222222,0.6818181818181818
cloud,cloud,experiment_2,rbf,author_original,Author original BSVM,ok,,108,8,2,1,accuracy,0.7222222222222222,paper,0.7222222222222222,P,author_original,sequential,0.1,0.001,3,0.0,2,0,66,2,66,75,1,0.0880462000059196,1.4544450000103095,0.6176470588235294,0.5104166666666667,0.5120192307692308,0.5104166666666667,0.508888888888889,0.2777777777777778,0.5909090909090909,0.5095238095238095,0.5104166666666666,0.5095238095238095,0.5086848635235732,0.3076923076923077,0.5909090909090909
cloud,cloud,experiment_2,rbf,robust_hybrid,New 1 - robust_hybrid,ok,,108,8,2,1,accuracy,0.7777777777777778,paper,0.7777777777777778,P,robust_hybrid,binary_tree,10.0,0.1,3,0.0,49,18,19,28,46,47,0,0.0536012999946251,1.7870060999994166,0.8235294117647058,0.7291666666666667,0.8273809523809523,0.7291666666666667,0.7548076923076923,0.625,0.5,0.3666666666666666,0.3055555555555556,0.3666666666666666,0.3333333333333333,0.0,0.5
cloud,cloud,experiment_2,rbf,user_formula_1,New 2 - user_formula_1,ok,,108,8,2,1,accuracy,0.7777777777777778,paper,0.7777777777777778,P,user_formula_1,binary_tree,10.0,0.1,3,0.0,49,18,19,29,42,43,0,0.0531088000134332,1.9457906000025105,0.8235294117647058,0.7291666666666667,0.8273809523809523,0.7291666666666667,0.7548076923076923,0.625,0.5,0.3666666666666666,0.3055555555555556,0.3666666666666666,0.3333333333333333,0.0,0.5
cloud,cloud,experiment_2,rbf,user_formula_2,New 3 - user_formula_2,ok,,108,8,2,1,accuracy,0.7777777777777778,paper,0.7777777777777778,P,user_formula_2,binary_tree,10.0,0.1,3,0.0,49,18,19,29,38,39,0,0.0699970999994548,1.599810600004275,0.8235294117647058,0.7291666666666667,0.8273809523809523,0.7291666666666667,0.7548076923076923,0.625,0.5,0.3666666666666666,0.3055555555555556,0.3666666666666666,0.3333333333333333,0.0,0.5
dataset,Fashion-MNIST,multiclass,linear,author_original,Author original BSVM,ok,,2000,100,10,10,accuracy,0.7125,paper,0.7125,,author_original,sequential,1.0,scale,3,0.0,12226,552,574,762,1253,1263,0,28.31297199999972,348.1898478000076,0.83828125,0.83828125,0.8394960014658939,0.83828125,0.833421832315171,,0.745,0.745,0.7377257111889255,0.745,0.7366769315099797,,0.745
dataset,Fashion-MNIST,multiclass,linear,robust_hybrid,New 1 - robust_hybrid,ok,,2000,100,10,10,accuracy,0.70625,paper,0.70625,,robust_hybrid,binary_tree,1.0,scale,3,0.0,12240,566,560,724,976,986,0,22.248073600028874,491.56763689999934,0.82578125,0.82578125,0.8288136225931908,0.82578125,0.8198747859057984,,0.7775,0.7775000000000001,0.7729861301228238,0.7775000000000001,0.7671697983992186,,0.7775
dataset,Fashion-MNIST,multiclass,linear,user_formula_1,New 2 - user_formula_1,ok,,2000,100,10,10,accuracy,0.703125,paper,0.703125,,user_formula_1,binary_tree,1.0,scale,3,0.0,12237,563,563,727,918,928,0,20.913381400037903,532.6148614999984,0.8234375,0.8234375,0.823803676838264,0.8234375,0.818131117507202,,0.78,0.78,0.7736929469695718,0.78,0.7692263567959455,,0.78
dataset,Fashion-MNIST,multiclass,linear,user_formula_2,New 3 - user_formula_2,ok,,2000,100,10,10,accuracy,0.709375,paper,0.709375,,user_formula_2,binary_tree,0.1,scale,3,0.0,12001,633,799,712,1366,1376,0,23.75573070000973,619.2381896000006,0.7703125,0.7703125,0.7701101729816011,0.7703125,0.7646508502410593,,0.7575,0.7575000000000001,0.7576890565478719,0.7575000000000001,0.7466038492980551,,0.7575
dataset,Fashion-MNIST,multiclass,poly,author_original,Author original BSVM,ok,,2000,100,10,10,accuracy,0.759375,paper,0.759375,,author_original,sequential,1.0,scale,4,1.0,12503,1063,297,1850,3375,3385,0,87.21338769991416,10130.002370700007,0.91640625,0.91640625,0.9176852071259202,0.91640625,0.9143102354587949,,0.7725,0.7725000000000001,0.7731670150655459,0.7725000000000001,0.770033269603168,,0.7725
dataset,Fashion-MNIST,multiclass,poly,robust_hybrid,New 1 - robust_hybrid,ok,,2000,100,10,10,accuracy,0.76875,paper,0.76875,,robust_hybrid,binary_tree,1.0,scale,4,1.0,12529,1089,271,1872,781,791,0,23.45130830007838,1281.0685381999938,0.92734375,0.92734375,0.9301287916173686,0.92734375,0.9260771662134815,,0.78,0.78,0.7776254396806765,0.78,0.776343891092733,,0.78
dataset,Fashion-MNIST,multiclass,poly,user_formula_1,New 2 - user_formula_1,ok,,2000,100,10,10,accuracy,0.75,paper,0.75,,user_formula_1,binary_tree,10.0,scale,2,1.0,12500,859,300,1453,645,655,0,14.581329800013918,983.0934425999876,0.909375,0.909375,0.9097149648867331,0.909375,0.9079984273870242,,0.7675,0.7675,0.7656612940788495,0.7675,0.7634602261692283,,0.7675
dataset,Fashion-MNIST,multiclass,poly,user_formula_2,New 3 - user_formula_2,ok,,2000,100,10,10,accuracy,0.753125,paper,0.753125,,user_formula_2,binary_tree,1.0,scale,4,1.0,12570,1130,230,1908,572,582,0,15.410543100035284,10364.999164800014,0.93359375,0.93359375,0.9351061477960622,0.93359375,0.9320770955961303,,0.77,0.77,0.7673781367683807,0.77,0.7662844222368014,,0.77
dataset,Fashion-MNIST,multiclass,sigmoid,author_original,Author original BSVM,ok,,2000,100,10,10,accuracy,0.684375,paper,0.684375,,author_original,sequential,100.0,0.001,3,0.0,11948,573,852,782,4445,4455,0,69.94641950004734,2677.986471499986,0.78203125,0.78203125,0.779633198864942,0.78203125,0.7746731867975425,,0.7625,0.7625,0.7574026899792516,0.7625,0.750556284531658,,0.7625
